"EnsemblGene","gene","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","femHealthy_mean","maleHealthy_mean","femICU_mean","maleICU_mean","femSevere_mean","maleSevere_mean","femSevereHealthy_FoldChange","maleSevereHealthy_FoldChange","femICUhealthy_FoldChange","maleICUhealthy_FoldChange"
"ENSG00000259659","PATL2","                                            PATL2 (PAT1 Homolog 2) is a Protein Coding gene.                                            Diseases associated with PATL2 include Oocyte Maturation Defect 4 and Female Infertility Due To Oocyte Meiotic Arrest.                                                                                        Gene Ontology (GO) annotations related to this gene include RNA binding.                                            An important paralog of this gene is PATL1.","                                            PATL2 (PAT1 Homolog 2) is a Protein Coding gene.                                            Diseases associated with PATL2 include Oocyte Maturation Defect 4 and Female Infertility Due To Oocyte Meiotic Arrest.                                                                                        Gene Ontology (GO) annotations related to this gene include RNA binding.                                            An important paralog of this gene is PATL1.","RNA-binding protein that acts as a translational repressor.
                         PATL2_HUMAN,C9JE40
                         ",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000259659","EIF3J","This gene encodes a core subunit of the eukaryotic initiation factor 3 complex, which participates in the initiation of translation by aiding in the recruitment of protein and mRNA components to the 40S ribosome. There are pseudogenes for this gene on chromosomes 1, 3, and 9. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Sep 2013]","                                            EIF3J (Eukaryotic Translation Initiation Factor 3 Subunit J) is a Protein Coding gene.                                            Diseases associated with EIF3J include Spastic Paraplegia 11 and Spastic Paraplegia 11, Autosomal Recessive.                                            Among its related pathways are Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S and Viral mRNA Translation.                                            Gene Ontology (GO) annotations related to this gene include translation initiation factor activity.                                            ","Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis (PubMed:25849773, PubMed:27462815). The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF-2:GTP:methionyl-tRNAi and eIF-5 to form the 43S pre-initiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termination ribosomal complexes and subsequently prevents premature joining of the 40S and 60S ribosomal subunits prior to initiation. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation, including cell cycling, differentiation and apoptosis, and uses different modes of RNA stem-loop binding to exert either translational activation or repression (PubMed:25849773).
                         EIF3J_HUMAN,O75822
                         ",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000259659","STRCP1","                                            STRCP1 (Stereocilin Pseudogene 1) is a Pseudogene.                                                                                                                                                                                ","                                            STRCP1 (Stereocilin Pseudogene 1) is a Pseudogene.                                                                                                                                                                                ","no summary",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000259659","CTDSPL2","                                            CTDSPL2 (CTD Small Phosphatase Like 2) is a Protein Coding gene.                                            Diseases associated with CTDSPL2 include Nemaline Myopathy 1.                                                                                        Gene Ontology (GO) annotations related to this gene include phosphatase activity and phosphoprotein phosphatase activity.                                            An important paralog of this gene is CTDSPL.","                                            CTDSPL2 (CTD Small Phosphatase Like 2) is a Protein Coding gene.                                            Diseases associated with CTDSPL2 include Nemaline Myopathy 1.                                                                                        Gene Ontology (GO) annotations related to this gene include phosphatase activity and phosphoprotein phosphatase activity.                                            An important paralog of this gene is CTDSPL.","Probable phosphatase.
                         CTSL2_HUMAN,Q05D32
                         ",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000259659","GOLM2","The increased expression level of this gene is associated with HER-2/neu proto-oncogene overexpression. Amplification and resulting overexpression of this proto-oncogene are found in approximately 30% of human breast and 20% of human ovarian cancers. Alternatively spliced variants encoding different isoforms have been identified for this gene. [provided by RefSeq, Dec 2010]","                                            GOLM2 (Golgi Membrane Protein 2) is a Protein Coding gene.                                            Diseases associated with GOLM2 include Schizophrenia 5 and Kbg Syndrome.                                                                                                                                    An important paralog of this gene is GOLM1.","no summary",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000259659","HYPK","                                            HYPK (Huntingtin Interacting Protein K) is a Protein Coding gene.                                            Diseases associated with HYPK include 46,Xx Sex Reversal 3 and Ogden Syndrome.                                                                                                                                    ","                                            HYPK (Huntingtin Interacting Protein K) is a Protein Coding gene.                                            Diseases associated with HYPK include 46,Xx Sex Reversal 3 and Ogden Syndrome.                                                                                                                                    ","Has a chaperone-like activity preventing polyglutamine (polyQ) aggregation of HTT (PubMed:17947297). Protects against HTT polyQ-mediated apoptosis in Neuro2a neuronal cells (PubMed:17947297). Regulator of the N-terminal acetyltransferase NAA10-NAA15 complex (PubMed:20154145, PubMed:29754825). Has been in one study shown to be required for optimal NAA10-NAA15 complex-mediated N-terminal acetylation (PubMed:20154145). However, has been shown in another study to act in vitro as an inhibitor of NAA10-NAA15 complex-mediated N-terminal acetylation (PubMed:29754825).
                         HYPK_HUMAN,Q9NX55
                         ",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000259659","ADAL","                                            ADAL (Adenosine Deaminase Like) is a Protein Coding gene.                                            Diseases associated with ADAL include Hypertropia and Spastic Hemiplegia.                                            Among its related pathways are Metabolism of nucleotides and Abacavir transport and metabolism.                                            Gene Ontology (GO) annotations related to this gene include adenosine deaminase activity and deaminase activity.                                            An important paralog of this gene is ADA.","                                            ADAL (Adenosine Deaminase Like) is a Protein Coding gene.                                            Diseases associated with ADAL include Hypertropia and Spastic Hemiplegia.                                            Among its related pathways are Metabolism of nucleotides and Abacavir transport and metabolism.                                            Gene Ontology (GO) annotations related to this gene include adenosine deaminase activity and deaminase activity.                                            An important paralog of this gene is ADA.","Catalyzes the hydrolysis of the free cytosolic methylated adenosine nucleotide N(6)-methyl-AMP (N6-mAMP) to produce inositol monophosphate (IMP) and methylamine (PubMed:21755941, PubMed:29884623). Is required for the catabolism of cytosolic N6-mAMP, which is derived from the degradation of mRNA containing N6-methylated adenine (m6A) (PubMed:21755941, PubMed:29884623). Catalyzes the removal of different alkyl groups not only from N6-substituted purine or 2-aminopurine nucleoside monophosphates but also from O6-substituted compounds in vitro (PubMed:21755941).
                         ADAL_HUMAN,Q6DHV7
                         ",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000259659","TUBGCP4","This gene encodes a component of the gamma-tubulin ring complex, which is required for microtubule nucleation. In mammalian cells, the protein localizes to centrosomes in association with gamma-tubulin. Crystal structure analysis revealed a structure composed of five helical bundles arranged around conserved hydrophobic cores. An exposed surface area located in the C-terminal domain is essential and sufficient for direct binding to gamma-tubulin. Mutations in this gene that alter microtubule organization are associated with microcephaly and chorioretinopathy. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2015]","                                            TUBGCP4 (Tubulin Gamma Complex Associated Protein 4) is a Protein Coding gene.                                            Diseases associated with TUBGCP4 include Microcephaly And Chorioretinopathy, Autosomal Recessive, 3 and Autosomal Recessive Chorioretinopathy-Microcephaly Syndrome.                                            Among its related pathways are Regulation of PLK1 Activity at G2/M Transition and Cell Cycle, Mitotic.                                            Gene Ontology (GO) annotations related to this gene include structural constituent of cytoskeleton.                                            An important paralog of this gene is TUBGCP6.","Gamma-tubulin complex is necessary for microtubule nucleation at the centrosome.
                         GCP4_HUMAN,Q9UGJ1
                         ",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000259659","TRIM69","This gene encodes a member of the RING-B-box-coiled-coil (RBCC) family and encodes a protein with an N-terminal RING finger motif, a PRY domain and a C-terminal SPRY domain. The mouse ortholog of this gene is specifically expressed in germ cells at the round spermatid stages during spermatogenesis and, when overexpressed, induces apoptosis. Alternatively spliced transcript variants encoding distinct isoforms have been described. [provided by RefSeq, Jul 2008]","                                            TRIM69 (Tripartite Motif Containing 69) is a Protein Coding gene.                                                                                        Among its related pathways are Innate Immune System and Class I MHC mediated antigen processing and presentation.                                            Gene Ontology (GO) annotations related to this gene include ligase activity and ubiquitin-protein transferase activity.                                            An important paralog of this gene is TRIM39.","May have E3 ubiquitin-protein ligase activity. May play a role in apoptosis.
                         TRI69_HUMAN,Q86WT6
                         ",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000259659","CATSPER2","This gene encodes a member of a family of cation channel proteins that localize to the flagellum of spermatozoa. Defects at this locus causes male infertility. Alternatively spliced transcript variants have been observed at this locus. Readthrough transcription originates upstream of this locus in diphosphoinositol pentakisphosphate kinase 1 pseudogene 1 and is represented by GeneID:110006325. Related pseudogenes are found next to this locus on chromosome 15 and on chromosome 5. [provided by RefSeq, Mar 2017]","                                            CATSPER2 (Cation Channel Sperm Associated 2) is a Protein Coding gene.                                            Diseases associated with CATSPER2 include Deafness-Infertility Syndrome and Rare Genetic Deafness.                                            Among its related pathways are Sweet Taste Signaling and Fertilization.                                            Gene Ontology (GO) annotations related to this gene include ion channel activity and voltage-gated ion channel activity.                                            An important paralog of this gene is SCN8A.","Voltage-gated calcium channel that plays a central role in calcium-dependent physiological responses essential for successful fertilization, such as sperm hyperactivation, acrosome reaction and chemotaxis towards the oocyte.
                         CTSR2_HUMAN,Q96P56
                         ",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000259659","HNRNPMP1","                                            HNRNPMP1 (Heterogeneous Nuclear Ribonucleoprotein M Pseudogene 1) is a Pseudogene.                                                                                                                                                                                ","                                            HNRNPMP1 (Heterogeneous Nuclear Ribonucleoprotein M Pseudogene 1) is a Pseudogene.                                                                                                                                                                                ","no summary",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000259659","WDR76","                                            WDR76 (WD Repeat Domain 76) is a Protein Coding gene.                                                                                                                                                                                ","                                            WDR76 (WD Repeat Domain 76) is a Protein Coding gene.                                                                                                                                                                                ","Specifically binds 5-hydroxymethylcytosine (5hmC), suggesting that it acts as a specific reader of 5hmC.
                         WDR76_HUMAN,Q9H967
                         ",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000259659","NONHSAG016742.2","                                            NONHSAG016742.2  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            NONHSAG016742.2  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000259659","LCMT2","The protein encoded by this intronless gene belongs to the highly variable methyltransferase superfamily. This gene is the inferred homolog of the Saccharomyces cerevisiae carboxymethyltransferase gene PPM2 that is essential for the synthesis of the hypermodified guanosine Wybutosine (yW). [provided by RefSeq, Jul 2008]","                                            LCMT2 (Leucine Carboxyl Methyltransferase 2) is a Protein Coding gene.                                            Diseases associated with LCMT2 include Nasal Cavity Benign Neoplasm and Cerebral Creatine Deficiency Syndrome 3.                                            Among its related pathways are Gene Expression and tRNA processing.                                            Gene Ontology (GO) annotations related to this gene include methyltransferase activity.                                            An important paralog of this gene is LCMT1.","Probable S-adenosyl-L-methionine-dependent methyltransferase that acts as a component of the wybutosine biosynthesis pathway. Wybutosine is a hyper modified guanosine with a tricyclic base found at the 3'-position adjacent to the anticodon of eukaryotic phenylalanine tRNA (By similarity). May methylate the carboxyl group of leucine residues to form alpha-leucine ester residues.
                         TYW4_HUMAN,O60294
                         ",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000259659","MFAP1","                                            MFAP1 (Microfibril Associated Protein 1) is a Protein Coding gene.                                                                                        Among its related pathways are Degradation of the extracellular matrix and Canonical  and Non-canonical Notch signaling.                                                                                        ","                                            MFAP1 (Microfibril Associated Protein 1) is a Protein Coding gene.                                                                                        Among its related pathways are Degradation of the extracellular matrix and Canonical  and Non-canonical Notch signaling.                                                                                        ","Involved in pre-mRNA splicing as a component of the spliceosome.
                         MFAP1_HUMAN,P55081
                         ",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000259659","ENSG00000259659","                                            ENSG00000259659  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259659  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000259659","TP53BP1","This gene encodes a protein that functions in the DNA double-strand break repair pathway choice, promoting non-homologous end joining (NHEJ) pathways, and limiting homologous recombination. This protein plays multiple roles in the DNA damage response, including promoting checkpoint signaling following DNA damage, acting as a scaffold for recruitment of DNA damage response proteins to damaged chromatin, and promoting NHEJ pathways by limiting end resection following a double-strand break. These roles are also important during V(D)J recombination, class switch recombination and at unprotected telomeres. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Aug 2017]","                                            TP53BP1 (Tumor Protein P53 Binding Protein 1) is a Protein Coding gene.                                            Diseases associated with TP53BP1 include Breast Cancer and Riddle Syndrome.                                            Among its related pathways are ATM Pathway and DNA Double Strand Break Response.                                            Gene Ontology (GO) annotations related to this gene include sequence-specific DNA binding and p53 binding.                                            ","Double-strand break (DSB) repair protein involved in response to DNA damage, telomere dynamics and class-switch recombination (CSR) during antibody genesis (PubMed:12364621, PubMed:22553214, PubMed:23333306, PubMed:17190600, PubMed:21144835, PubMed:28241136). Plays a key role in the repair of double-strand DNA breaks (DSBs) in response to DNA damage by promoting non-homologous end joining (NHEJ)-mediated repair of DSBs and specifically counteracting the function of the homologous recombination (HR) repair protein BRCA1 (PubMed:22553214, PubMed:23727112, PubMed:23333306). In response to DSBs, phosphorylation by ATM promotes interaction with RIF1 and dissociation from NUDT16L1/TIRR, leading to recruitment to DSBs sites (PubMed:28241136). Recruited to DSBs sites by recognizing and binding histone H2A monoubiquitinated at 'Lys-15' (H2AK15Ub) and histone H4 dimethylated at 'Lys-20' (H4K20me2), two histone marks that are present at DSBs sites (PubMed:23760478, PubMed:28241136, PubMed:17190600). Required for immunoglobulin class-switch recombination (CSR) during antibody genesis, a process that involves the generation of DNA DSBs (PubMed:23345425). Participates in the repair and the orientation of the broken DNA ends during CSR (By similarity). In contrast, it is not required for classic NHEJ and V(D)J recombination (By similarity). Promotes NHEJ of dysfunctional telomeres via interaction with PAXIP1 (PubMed:23727112).
                         TP53B_HUMAN,Q12888
                         ",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000259659","ENSG00000259563","                                            ENSG00000259563  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259563  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000259659","SPG11","The protein encoded by this gene is a potential transmembrane protein that is phosphorylated upon DNA damage. Defects in this gene are a cause of spastic paraplegia type 11 (SPG11). Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2009]","                                            SPG11 (SPG11 Vesicle Trafficking Associated, Spatacsin) is a Protein Coding gene.                                            Diseases associated with SPG11 include Spastic Paraplegia 11, Autosomal Recessive and Charcot-Marie-Tooth Disease, Axonal, Type 2X.                                                                                                                                    ","May play a role in neurite plasticity by maintaining cytoskeleton stability and regulating synaptic vesicle transport.
                         SPTCS_HUMAN,Q96JI7
                         ",3.22222222222222,4.25,0,1,2,2.2,0.620689655172414,0.517647058823529,-2.22222222222222,0.235294117647059
"ENSG00000260368","RF00019-103","                                            RF00019-103  is an RNA Gene, and is affiliated with the Y_RNA class.                                                                                                                                                                                ","                                            RF00019-103  is an RNA Gene, and is affiliated with the Y_RNA class.                                                                                                                                                                                ","Y RNA
                        RF00019
                        ",4.22222222222222,6.75,0,4,2,3.4,0.473684210526316,0.503703703703704,-3.22222222222222,0.592592592592593
"ENSG00000260368","ENSG00000260368","                                            ENSG00000260368  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000260368  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",4.22222222222222,6.75,0,4,2,3.4,0.473684210526316,0.503703703703704,-3.22222222222222,0.592592592592593
"ENSG00000260368","PABPC1","This gene encodes a poly(A) binding protein. The protein shuttles between the nucleus and cytoplasm and binds to the 3' poly(A) tail of eukaryotic messenger RNAs via RNA-recognition motifs. The binding of this protein to poly(A) promotes ribosome recruitment and translation initiation; it is also required for poly(A) shortening which is the first step in mRNA decay. The gene is part of a small gene family including three protein-coding genes and several pseudogenes.[provided by RefSeq, Aug 2010]","                                            PABPC1 (Poly(A) Binding Protein Cytoplasmic 1) is a Protein Coding gene.                                            Diseases associated with PABPC1 include Rift Valley Fever and Myotonic Dystrophy 2.                                            Among its related pathways are Viral mRNA Translation and Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S.                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding and RNA binding.                                            An important paralog of this gene is PABPC3.","Binds the poly(A) tail of mRNA, including that of its own transcript, and regulates processes of mRNA metabolism such as pre-mRNA splicing and mRNA stability (PubMed:11051545, PubMed:17212783, PubMed:25480299). Its function in translational initiation regulation can either be enhanced by PAIP1 or repressed by PAIP2 (PubMed:11051545, PubMed:20573744). Can probably bind to cytoplasmic RNA sequences other than poly(A) in vivo. Involved in translationally coupled mRNA turnover (PubMed:11051545). Implicated with other RNA-binding proteins in the cytoplasmic deadenylation/translational and decay interplay of the FOS mRNA mediated by the major coding-region determinant of instability (mCRD) domain (PubMed:11051545). Involved in regulation of nonsense-mediated decay (NMD) of mRNAs containing premature stop codons; for the recognition of premature termination codons (PTC) and initiation of NMD a competitive interaction between UPF1 and PABPC1 with the ribosome-bound release factors is proposed (PubMed:18447585). By binding to long poly(A) tails, may protect them from uridylation by ZCCHC6/ZCCHC11 and hence contribute to mRNA stability (PubMed:25480299).
                         PABP1_HUMAN,P11940
                         ",4.22222222222222,6.75,0,4,2,3.4,0.473684210526316,0.503703703703704,-3.22222222222222,0.592592592592593
"ENSG00000260368","RF00017-7233","                                            RF00017-7233  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","                                            RF00017-7233  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","Metazoan signal recognition particle RNA
                        RF00017
                        ",4.22222222222222,6.75,0,4,2,3.4,0.473684210526316,0.503703703703704,-3.22222222222222,0.592592592592593
"ENSG00000260368","YWHAZ","This gene product belongs to the 14-3-3 family of proteins which mediate signal transduction by binding to phosphoserine-containing proteins. This highly conserved protein family is found in both plants and mammals, and this protein is 99% identical to the mouse, rat and sheep orthologs. The encoded protein interacts with IRS1 protein, suggesting a role in regulating insulin sensitivity. Several transcript variants that differ in the 5' UTR but that encode the same protein have been identified for this gene. [provided by RefSeq, Oct 2008]","                                            YWHAZ (Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Zeta) is a Protein Coding gene.                                            Diseases associated with YWHAZ include Epilepsy, Idiopathic Generalized 11 and Ophthalmia Nodosa.                                            Among its related pathways are Apoptosis Modulation and Signaling and Regulation of Wnt-mediated beta catenin signaling and target gene transcription.                                            Gene Ontology (GO) annotations related to this gene include protein kinase binding.                                            An important paralog of this gene is YWHAB.","Adapter protein implicated in the regulation of a large spectrum of both general and specialized signaling pathways. Binds to a large number of partners, usually by recognition of a phosphoserine or phosphothreonine motif. Binding generally results in the modulation of the activity of the binding partner. Induces ARHGEF7 activity on RAC1 as well as lamellipodia and membrane ruffle formation (PubMed:16959763). In neurons, regulates spine maturation through the modulation of ARHGEF7 activity (By similarity).
                         1433Z_HUMAN,P63104
                         ",4.22222222222222,6.75,0,4,2,3.4,0.473684210526316,0.503703703703704,-3.22222222222222,0.592592592592593
"ENSG00000260368","ENSG00000248599","                                            ENSG00000248599  is an Uncategorized gene.                                                                                                                                                                                ","                                            ENSG00000248599  is an Uncategorized gene.                                                                                                                                                                                ","no summary",4.22222222222222,6.75,0,4,2,3.4,0.473684210526316,0.503703703703704,-3.22222222222222,0.592592592592593
"ENSG00000260368","RN7SL685P","                                            RN7SL685P (RNA, 7SL, Cytoplasmic 685, Pseudogene) is a Pseudogene.                                                                                                                                                                                ","                                            RN7SL685P (RNA, 7SL, Cytoplasmic 685, Pseudogene) is a Pseudogene.                                                                                                                                                                                ","no summary",4.22222222222222,6.75,0,4,2,3.4,0.473684210526316,0.503703703703704,-3.22222222222222,0.592592592592593
"ENSG00000260368","RNF19A","This gene encodes a member of the ring between ring fingers (RBR) protein family, and the encoded protein contains two RING-finger motifs and an in between RING fingers motif. This protein is an E3 ubiquitin ligase that is localized to Lewy bodies, and ubiquitylates synphilin-1, which is an interacting protein of alpha synuclein in neurons. The encoded protein may be involved in amyotrophic lateral sclerosis and Parkinson's disease. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]","                                            RNF19A (Ring Finger Protein 19A, RBR E3 Ubiquitin Protein Ligase) is a Protein Coding gene.                                            Diseases associated with RNF19A include Lateral Sclerosis and Amyotrophic Lateral Sclerosis 1.                                            Among its related pathways are Proteolysis Role of Parkin in the Ubiquitin-Proteasomal Pathway and Innate Immune System.                                            Gene Ontology (GO) annotations related to this gene include ligase activity and transcription factor binding.                                            An important paralog of this gene is RNF19B.","E3 ubiquitin-protein ligase which accepts ubiquitin from E2 ubiquitin-conjugating enzymes UBE2L3 and UBE2L6 in the form of a thioester and then directly transfers the ubiquitin to targeted substrates, such as SNCAIP or CASR. Specifically ubiquitinates pathogenic SOD1 variants, which leads to their proteasomal degradation and to neuronal protection.
                         RN19A_HUMAN,Q9NV58
                         ",4.22222222222222,6.75,0,4,2,3.4,0.473684210526316,0.503703703703704,-3.22222222222222,0.592592592592593
"ENSG00000260368","ZNF706","                                            ZNF706 (Zinc Finger Protein 706) is a Protein Coding gene.                                                                                        Among its related pathways are Gene Expression.                                                                                        ","                                            ZNF706 (Zinc Finger Protein 706) is a Protein Coding gene.                                                                                        Among its related pathways are Gene Expression.                                                                                        ","Transcription repressor involved in the exit of embryonic stem cells (ESCs) from self-renewal. Acts by repressing expression of KLF4.
                         ZN706_HUMAN,Q9Y5V0
                         ",4.22222222222222,6.75,0,4,2,3.4,0.473684210526316,0.503703703703704,-3.22222222222222,0.592592592592593
"ENSG00000267744","TAF15","This gene encodes a member of the TET family of RNA-binding proteins. The encoded protein plays a role in RNA polymerase II gene transcription as a component of a distinct subset of multi-subunit transcription initiation factor TFIID complexes. Translocations involving this gene play a role in acute leukemia and extraskeletal myxoid chondrosarcoma, and mutations in this gene may play a role in amyotrophic lateral sclerosis. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, May 2012]","                                            TAF15 (TATA-Box Binding Protein Associated Factor 15) is a Protein Coding gene.                                            Diseases associated with TAF15 include Chondrosarcoma, Extraskeletal Myxoid and Myxoid Chondrosarcoma.                                            Among its related pathways are Transcriptional misregulation in cancer and RNA Polymerase II Transcription Initiation And Promoter Clearance.                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding and nucleotide binding.                                            An important paralog of this gene is FUS.","RNA and ssDNA-binding protein that may play specific roles during transcription initiation at distinct promoters. Can enter the preinitiation complex together with the RNA polymerase II (Pol II).
                         RBP56_HUMAN,Q92804
                         ",3,0.5,0,1,1,2.2,0.333333333333333,4.4,-2,2
"ENSG00000267744","ENSG00000270240","                                            ENSG00000270240  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000270240  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",3,0.5,0,1,1,2.2,0.333333333333333,4.4,-2,2
"ENSG00000267744","UNC45B","This gene encodes a co-chaperone required for folding and accumulation of type II myosins. The protein consists of three tetratricopeptide repeat motifs at the N-terminus that form a complex with heat shock protein 90, a central region of unknown function that is conserved in all Unc-45 proteins, and a C-terminal Unc-45/Cro1/She4 domain. The protein is expressed at high levels in striated muscle, where its muscle myosin chaperone activity is dependent on heat shock protein 90 acting as a co-chaperone. A missense mutation in this gene has been associated with cataract development. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2015]","                                            UNC45B (Unc-45 Myosin Chaperone B) is a Protein Coding gene.                                            Diseases associated with UNC45B include Cataract 43 and Early-Onset Posterior Subcapsular Cataract.                                                                                        Gene Ontology (GO) annotations related to this gene include binding and Hsp90 protein binding.                                            An important paralog of this gene is UNC45A.","Acts as a co-chaperone for HSP90 and is required for proper folding of the myosin motor domain. Plays a role in sarcomere formation during muscle cell development. Is necessary for normal early lens development.
                         UN45B_HUMAN,Q8IWX7
                         ",3,0.5,0,1,1,2.2,0.333333333333333,4.4,-2,2
"ENSG00000267744","SLFN5","                                            SLFN5 (Schlafen Family Member 5) is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is SLFN11.","                                            SLFN5 (Schlafen Family Member 5) is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is SLFN11.","May have a role in hematopoietic cell differentiation.
                         SLFN5_HUMAN,Q08AF3
                         ",3,0.5,0,1,1,2.2,0.333333333333333,4.4,-2,2
